	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
中国	折扇旗袍	\nchina dress,holding fan,hand fan,earrings,bridal gauntlets,black dress,pelvic curtain,folded fan,cleavage cutout,sleeveless,looking away,black panties,elbow gloves,coat,cowboy shot,blush,thigh gap,uncut,
中国	白旗袍贵族大小姐	\nhanging breasts,cleavage,halter cheongsam,cleavage cutout,white cheongsam,golden pattern,white feather boa,highleg,dragon print,bare legs,sleeveless,light blush,closed mouth,seductive smile,looking at viewer,sitting,cross legs,{{see-through shoes,glass high heels}},shoe dangle,head rest,hand under head,head tilted,hand on own knee,on chair,indoors,living room,groin,close-up,
中国	绒毛披肩旗袍	\n{{shiny skin}},blue dress,crossed legs,sitting,black gloves,cleavage,garter straps,black thighhighs,hair flower,feather boa,china dress,blue rose,lace-trimmed thighhighs,bare shoulders,white high heels,side slit,holding fan,hand fan,table,lace trim,petals,sleeveless dress,holding cup,
中国	其他版本	\nfocus,close-up,china dress,cleavage,garter straps,earrings,looking at viewer,black thighhighs,black gloves,elbow gloves,cleavage cutout,bare shoulders,blue dress,sleeveless,hair flower,outdoors,side slit,petals,feather boa,cherry blossoms,parted lips,pelvic curtain,pink flower,cowboy shot,grin,
中国	丝绸飘带侧开旗袍	\nchina dress,earrings,sideboob,white panties,sleeveless,bare shoulders,white thighhighs,standing,shawl,sideless outfit,blue dress,snowflake print,no bra,covered navel,
日本	英语中的日语罗马音释义	\nokobo（日本木屐）、hikimayu（黛眉，即剃掉眉毛后画上去的眉毛）、obi（和服腰带）、obiage（装饰腰带顶部的一块长方形布）、obijime（和服腰带的绳子）、tasuki（收起固定和服长袖所用的系带）、kine（日语中的木槌）、kimono\n（和服）、hakama（袴，即巫女装所着笔直的裙[裤？]）、serafuku（水手服）、ofuda （符纸）、hitodama （人魂鬼火）、yukata（浴衣）、zouri （和风拖鞋/木屐）、miko（巫女[服]）、uchiwa（圆扇）、veranda（日系木走廊）、shimenawa（注连绳，外貌近编织绳，为神道信仰中用于洁净的咒具，多见于神社）、uchikake（打掛、即更为华丽高贵的一种和服款式，所谓的白无垢为此类之一）、wataboushi（綿帽子，即御寒用棉质兜帽，也称新娘婚礼的头纱）、haori（羽织，即和服外的短款外套）、nakadashi（中出）、torii（鸟居）、onee-shota（指小孩开大车）、furisode（振袖，即更为长款的和服长袖）、tabi（足袋，二趾袜）、yokozuwari（侧坐，即手一侧撑地，双腿向另一侧稍微舒展平放的坐姿）、mesugaki（雌小鬼）、tareme（下垂眼角，常用于表现弱气角色）、tsurime（上挑眼角、常用来表现强气角色）、uwabaki（室内鞋，类似国内小学的小白布鞋）、randoseru（书包，实际英语而非罗马音，一种由缝合的硬皮革或类皮革合成材料制成的硬边背包）、netorare（ntr）、shota（正太控）、wagashi（和菓子，对日本传统的麻糬、冰品、水果制品、甜味内馅、咸味零食、油炸小点心、蛋糕和饼干的一个总称）、taiyaki（鲷鱼烧）、zettai ryouiki（绝对领域，即大腿袜与裙底之间的露出肌肤部分）、konpeitou（金平糖）、donbei （どん兵衛，咚兵卫，日清下属泡面品牌）、nissin（日清，日本著名食品品牌）、kitsune udon（狐狸乌冬面、特指带有一整块油炸豆腐的乌冬面）、jitome（锐利目光，多含负面情感）、mecha musume（メカ娘，mecha shōjo，即机甲女孩，机娘；与兵器娘【兵器娘，heiki musume，即军武娘化】不同，本身就是一种军械）、nengajo（贺年卡）、plugsuits（实际英语，プラグスーツ，eva协助操纵机甲的紧身衣作战服）、mizura（美豆良、角髪，用来形容日本弥生（yayoi）时代人的那种把头发环绕扎成几圈在耳朵旁边的发型）、ahoge（呆毛）、shouji（用作墙壁、隔断或推拉门的纸屏风）、2koma（指一页内一格正常一格瞬间败北的超短漫画）、egasumi（江户幕，一种云纹）、doyagao（沾沾自喜的表情）、Iaido（居合道）、battoujutsu（拔刀术）、tsurara-onna（冰柱女，与雪女有别）、mizu happi（水法被，一种形似短款和服的庆典礼服）、enpera（亦称mafumoko，当头发蓬松地垂在围巾或类似服饰上方时的样子）、kouhaku nawa（特指红白相间的注连绳）、shide（纸垂，锯齿状的纸幡，通常附在注连绳或玉剣上，以划定空间）、jirai kei（地雷系，此处特指服装风格）、kanzashi（日语簪子）、hadanugi dousa（一种服装款式，和服的左上或右上部分被脱至腰部）、kodomo doushi（特指儿童间性行为）、kyuubi（九尾）、bishounen（美少年）、mojyo（丧女）、jimiko（土妹子、指外貌不张扬且内向的少女）、
日本	粉白和服	\nwedding kimono,short kimono,alt white kimono,white coat,open coat,japanese clothes,alt sash,yellow sash,red colored inner coat,white ribbon,bell,flower-trimmed thighhighs,alt white thighhighs,white tassel,tassel earrings,long sleeves,white sleeves,pink skirt,blush,pink lips,pink nails,
日本	草莓和服	\n1girl,solo,see through bangs,long bangs,hair between eyes,sidelocks,double ahoge strands,blue hair ornament,butterfly hair ornament blush,embarrassed face,wavy mouth,open mouth,long sleeves,sitting,frills,food,japanese clothes,hair flower,wide sleeves,kimono,floating hair,fruit,wariza,eating,holding food,bug,butterfly,strawberry,holding fruit,pink theme,red theme,floating hair,
日本	花边和服	\nwedding kimono,short kimono,alt white kimono,white coat,open coat,japanese clothes,alt sash,yellow sash,red colored inner coat,white ribbon,bell,flower-trimmed thighhighs,alt white thighhighs,white tassel,tassel earrings,long sleeves,white sleeves,pink skirt,blush,pink lips,pink nails,
日本	短挎和服	\nsquatting,japanese clothes,hakama skirt,white pleated skirt,frills,cleavage,detached sleeves,long sleeves,red wide sleeves,frilled sleeves,bare shoulders,detached collar,bare legs,thighs,black sash,black bow,tassel,ankle boots,black high heel boots,
日本	西式贵族和服	\nshort hair with long locks,sidelocks,single hair bun,single glove,aqua sleeves,black gloves,floral print,frilled kimono,japanese clothes,lace-trimmed gloves,lace-trimmed headwear,lace-trimmed sleeves,lace bowtie,lace shawl,lace trim,obi,see-through bowtie,see-through shawl,long sleeves,unworn gloves,vertical-striped headwear,vertical stripes,white bow,white bowtie,aqua headwear,aqua kimono,aqua ribbon,white sash,white shawl,wide sleeves,yellow nails,striped headwear,striped ribbon,tassel earrings,triangle print,
日本	日式服务员	\n{{{tenugui,headscarf,white apron,tasuki,japanese clothes,black kimono,furisode,floral print kimono,red sash obiage,obijime,tabi,zouri}}},
日本	绿色印花和服	\n1girl,:d,ankle boots,brown boots,clover hat ornament,floral print,floral print kimono,full body,green kimono,hand up,japanese clothes,long sleeves,looking at viewer,open mouth,print kimono,smile,standing,waving,white hat,
日本	毛绒批圣诞和服	\n1girl,frilled dress,santa hat,santa costume,red dress with white fur trim,capelet,winter clothes,wearing oversized knitted sweater,off shoulder,black plaid skirt,smile,indoors,living room,1girl,solo,smile,holding bag,looking at viewer,closed mouth,standing,hair flower,japanese clothes,white kimono,floral print kimono,boots,white footwear,hakama skirt,wide sleeves,black bow,high heels,full body,tachi-e,black bag,handbag,
日本	火刀剑客	\n1girl held a single,massive samurai sword that was engulfed in flames.japanese clothes,hakama,hakama skirt,kimono,wide sleeves,haori,hitodama,black hakama,ribbon,white kimono,long sleeves,white kimono,samurai,black ribbon,outstretched arm,white hakama,wakizashi,standing,oekaki,fighting stance,coat,red coat,feet out of frame,
日本	持枪巫女	\nassault rifle,kalashnikov rifle,maebari,holding gun,ofuda,magazine (weapon),white thighhighs,japanese clothes,nontraditional miko,red skirt,wide sleeves,looking at viewer,microskirt,navel,revealing clothes,ribbon trim,closed mouth,talisman,hakama skirt,pleated skirt,ribbon-trimmed sleeves,ribbon-trimmed legwear,standing,cross,omikuji,outdoors,
日本	枫叶和服	\n1girl,solo,black nails,obiage,shelf,furisode,red nails,smile,holding leaf,holding umbrella,sitting,closed mouth,single glove,looking at viewer,falling leaves,black hat,hair flower,mini top hat,tilted headwear,black headwear,earrings,ear piercing,japanese clothes,fingerless gloves,lace gloves,sash,obi,black gloves,multiple rings,floral print,red kimono,tassel,wide sleeves,lace trim,long sleeves,print kimono,piercing,obijime,black sash,black choker,black belt,floral print kimono,asa no ha (pattern),seigaiha,egasumi,oil-paper umbrella,maple leaf,hat flower,umbrella over shoulder,cake,autumn leaves,black rose,autumn,chair,red rose,red umbrella,
日本	名妓	\nblack open kimono,{bangs pinned back,sidelocks,single hair bun},{{hair flower,kanzashi,obi,obiage,sash}},areola slip,cleavage,large breasts,collarbone,kiseru,asymmetrical bangs,smoke,{{makeup,half-close eyes,red eyeshadow,lipstick}},wide hips,spider lily print,fur,tassel earrings,{{on side}},holding smoking pipe,looking at viewer,seductive smile,come hither,naughty face,evil grin,parted lips,head tilt,
日本	皇女和服	\nhirabitai,japanese clothes,karaginu mo,kimono,layered kimono,long sleeves,looking at viewer,parted lips,pink flower,red lips,round window,white flower,wide sleeves,window,yellow flower,
日本	印花白金渐变和服	\n{{{parted lips,smiley face,bright pupils,makeup,long eyelashes,red eyeshadow,thick eyelashes}}},{{{cowboy shot,all fours,on side,looking at viewer,yokozuwari,full body}}},{{{{tabi,feet,hair bun,hair flower,white flower}}}},{{{{{furisode,japanese clothes,gold kimono,white kimono,two-tone kimono,black trim,gradient kimono,floral print kimono,fur collar,cherry blossoms print,gold trim,ribbon trim,gold sash,obiage,obijime,very long sleeves,wide sleeves}}}}},
日本	艳妆和服	\ndynamic pose,{{bright pupils,red lips}},{{{tabi,hair bun}}},{{{uchikake,furisode,pink kimono,white kimono,gradient kimono}}},{{{florl print kimono,cherry blossom print}}},{{{long eyelashes,red eyeliner,red eyeshadow}}},{{{purple belt,obi,obiage,obijime,sash,kanazashi}}},{hair flower,hair stick,nail polish},{{very long sleeves,wide sleeves,no shoes}},{{wedding ring,gold bracelet,gold earrings}},{{torii}},
日本	伤残饮酒和服少女	\nbandages,bandaid,bandaged leg,alcohol,sakazuki,bottle,sitting,eyepatch,obi,blush,sash,smile,choker,closed mouth,white kimono,looking at viewer,barefoot,holding cup,sake,bandage over one eye,knee up,no panties,bandaid on face,spread legs,black choker,long sleeves,bandaid on cheek,
日本	刺客武士	\nlooking at viewer,closed mouth,jewelry,japanese clothes,hood,kimono,necklace,armor,mask,capelet,black pants,holding sword,squatting,katana,gauntlets,sheath,dual wielding,dragon,japanese armor,mechanical arms,architecture,fox mask,east asian architecture,arm guards,weapon on back,
日本	裤装和服女卫	\nearrings,holding sword,on one knee,floral print,red flower,white footwear,looking at viewer,long sleeves,high heel boots,tassel,sheath,white pants,red rose,gloves,white pantyhose,red lips,glint,makeup,sash,katana,fur trim,nude,transcluent,see-through,{{glass heels,transparent heels,soles,see-through}},
日本	剑道少女	\ndropped sweat,japanese clothes,white top,kendo,{{kendo clothing}},open clothes,topless,{sarashi,breasts bandages},hands up,{{{holding bokken}}},over shoulders,indoors,{{{dojo}}},sweat,ponytail,
日本	樱下旅客	\nbare shoulders,bell,cherry blossom print,detached sleeves,eyeshadow,fox mask,head tilt,holding mask,looking at viewer,makeup,oil-paper umbrella,red kimono,sleeveless,smile,upper body,wide sleeves,
日本	裁剪款和服	\nkimono,detached sleeves,floral print,fringe trim,thighhighs,underboob,
日本	贵妇加绒款和服	\n{{red kimono}},{floral print},{gold trim},fur collar,wide sleeves,very long sleeves,{{{tabi}}},{zouri},white socks,hair ornaments,{hair bun},hair stick,hair flower,red lips,
日本	薰衣草和服	\nleaf,lavender background,blush,sitting,hand on own chest,lipstick,collarbone,thighhighs,ponytail,makeup,navel,earrings,detached sleeves,sash,short kimono,indoors,open kimono,
日本	杂彩和服	\nasymmetrical legwear,blush,bracelet,candy print,cardboard cutout,cloud,confetti,decora,gradient background,green bow,green thighhighs,hairclip,hand to own mouth,lace-trimmed sash,mismatched legwear,multicolored nails,multiple hair bows,orange print,purple bow,purple nails,rainbow,star hair ornament,string,striped thighhighs,white kimono,yellow thighhighs,
日本	解忧老板娘	\nholding smoking pipe,crossed legs,high heels,sitting,japanese clothes,oil-paper umbrella,bare shoulders,red flower,cleavage,earrings,hair flower,black kimono,looking at viewer,black pantyhose,black footwear,indoors,obi,red nails,paper lantern,fire,black gloves,smile,cat,kiseru,holding umbrella,spider lily,red umbrella,off shoulder,tassel,glowing butterfly,parted lips,couch,detached sleeves,bridal gauntlets,east asian architecture,architecture,smoke,long sleeves,red sash,window blinds,thighs,folding fan,red lips,red footwear,candle,red ribbon,floral print,closed mouth,
日本	白无垢	\nbride,hood,hooded kimono,japanese clothes,jewelry,ring,smile,uchikake,wedding,wedding ring,white hood,white kimono,
日本	其他版本	\ndetached cape,detached sleeves,hairclip,white kimono,long sleeves,looking at viewer,reaching towards viewer,rope,wedding ring,wide sleeves,hood up,cherry blossoms,veil,
日本	战斗巫女	\nmiko,{bow (weapon)},battle tights,arrow,ponytail,red hair bow,
日本	巫女服务员	\nmiko,detached sleeves,sleeveless,miniskirt,red bow,annoyed,pout,looking at viewer,holding tray,tray,alcohol,skindentation,thighhighs,shiny skin,oily skin,sweating,steam,
日本	和服女仆	\ndetached sleeves,purple kimono,white socks,okobo,maid headdress,tabi,sandals,platform footwear,maid,bare shoulders,white apron,obi,sash,long sleeves,black footwear,bell,
日本	其他版本	\nholding cup,sitting,head scarf,teacup,wide sleeves,long sleeves,white dress,wariza,table,open mouth,smile,looking at viewer,tea,frills,steam,frilled sleeves,east asian architecture,hairband,blush,bonnet,white bow,aqua dress,white hairband,outdoors,architecture,head tilt,white ribbon,
日本	阴阳师（实际tag不是很明白，但是就是有效）	\nonmyoji elements,mystical symbols,yin-yang,spirit energy,traditional taoist clothing,talismans,ancient scrolls,chinese temple background,daoist priest,spiritual aura,exorcism,
日本	日本武将	\nhighleg,{{japanese armor,red armor}},standing,{cleavage},bandages,glowing eyes,{shoulder armor},toeless footwear,
日本	大太刀武士	\nblack hakama,black kimono,japanese clothes,holding sword,zanpakutou,shihakusho,huge sword,huge weapon,light smile,
日本	带甲武士	\njapanese armor,holding katana,cleavage,unsheathing,bare shoulders,petals,collarbone,shoulder armor,scabbard,sode,holding sheath,kimono,samurai,
日本	另一版本	\n{{samurai}},japanese clothes,japanese armor,kote,sode,shoulder armor,hairband,outdoors,bamboo forest,wind,battoujutsu stance,ready to draw,fighting stance,unsheathing,sheath,holding sheath,cowboy shot,looking ahead,sidelocks,hair between eyes,hakama skirt,breastplate,angry,frown,raised eyebrow,closed mouth,
