	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
口交（类口交/颜射）	麦克风乳交口交	\ndark pink background,upper body,standing,top hat,hat flower,balck hairband,frilled dresswrist cuffs,choker,steaming body,white steaming,saliva trail,microphone between breasts,simulated paizuri,leaning forward,half closed eyes,grabbing own breast,unaligned breasts,sound effects,heart,tongue out,licking microphone,large areola,areola slip,head down,looking at viewer,
口交（类口交/颜射）	色情口交吃胡萝卜	\n{{{black pantyhose,sheer pantyhose,see-through pantyhose,transparent pantyhose}}},{full body},oral,licking,wariza,spread legs,areola slip,{blush},open mouth,{sucking carrot},{1boy,boy pov,{feeding},carrot,holding carrot,motion lines},
口交（类口交/颜射）	色情吃瑞士卷	\n1girl,sexually suggestive,heart-shaped pupils,holding food,tongue out,blush,phallic symbol,open mouth,looking at viewer,saliva,sweat,simulated fellatio,fellatio,oral,eating,teeth,upper body,upper teeth only,half-closed eyes,hands up,sweatdrop,cake,heavy breathing,bright pupils,swiss roll,drooling,licking penis,breath,hair behind ear,
口交（类口交/颜射）	色情吃惠方卷	\nfrom side,profile,looking at viewer,sushi,sexually suggestive,simulated fellatio,open mouth,oral,tongue out,eating,food in mouth,holding food,upper body,hand up,tucking hair,adjusting hair,hand in own hair,cropped torso,licking,saliva,collarbone,
口交（类口交/颜射）	色情吃糖葫芦	\n1girl,sleeveless,off-shoulder,gymnastics uniform,knee-high socks,white socks,white clothes,red hot pants,cameltoe,-1.5::nude,penis,coat,pussy::,tanghulu,hand holding tanghulu,licking tanghulu,hands hold floor,hands together,half covered ass,2::looking at tanghulu,large tanghulu,squint eyes,a lot of steam from mouth,a lot of saliva,steaming body,heart fly,indoor,sports room,wooden floor,light,bust,2::side view::,
口交（类口交/颜射）	沙滩椅色情吃热狗	\neyewear on head,sexually suggestive,sunglasses,outdoors,butterfly hair ornament,white bikini,looking at viewer,cleavage,open mouth,side-tie bikini bottom,bare shoulders,beach umbrella,lying,ocean,sausage,day,tongue out,eyepatch bikini,navel,blush,string bikini,lounge chair,ketchup,on side,hot dog,holding food,sky,beach chair,sand,licking,collarbone,strapless bikini,
口交（类口交/颜射）	光荣洞被塞黄瓜口交	\nsweat,upper body,{{{{cucumber}}}},cropped torso,{{{glory hole}}},{fellatio},{{{kneeling}}},{from side},{{{{cucumber through glory hole}}}},hands on wall,hole in wall,foaming at the mouth,brick wall,
口交（类口交/颜射）	品味精液	\ntongue out,cum,facial,looking at viewer,cum in mouth,licking lips,smile,blush,:q,cum on tongue,cum string,cum on hands,face focus,close up,upper body,
口交（类口交/颜射）	口含精液	\nneck focus,foreshortening,general,sexually suggestive,in heat,presenting neck,looking to the side,cheek bulge,closed mouth,head down,looking up,half-closed eyes,steaming body,stray pubic hair,tearing up,cum overflow from mouth,hands on own face,shiny skin,very sweaty,wet,twitching,
口交（类口交/颜射）	抽烟掩盖口交痕迹	\n1girl,blush,covering own mouth,bare shoulders,hand over own mouth,hand up,stray pubic hair,implied cum,after fellatio,cum string,cumdrip,detached sleeves,street,looking to the side,upper body,cleavage,cum to mouth,smoking,cigarette between fingers,black night,cumdrip onto,delinquent,
口交（类口交/颜射）	吃热狗包装肉棒	\n1male,muscular male,nude male,male head out of frame,1girl,pink nipples,areola,bare shoulder,bare arms,bare legs,bare back,completely nude,black socks,girl wariza,legs spread,on bed,white sheet,ass,buttocks,hand on another’s penis,grabbing another’s penis,{veiny penis,large penis},penis between bread,penis between lettuce,{penis in hotdog,precum},looking at penis,frowning,embarrassed,nose blush,nervous sweatdrop,open mouth,surprised,steaming penis,shiny skin,from side,male standing,hand on another’s head,head pat,incoming fellatio,
口交（类口交/颜射）	天台蹲姿抱腿无露口交男方背后视角（不稳定）	\n1girl,1boy,hetero,school uniform,rooftop,squatting,from behind,day,stomach,uwabaki,outdoors,fellatio,pleated skirt,implied fellatio,sky,cityscape,railing,pants,building,cloud,white shirt,city,white socks,against railing,open belt,blue sky,hugging another’s leg,focus breasts,looking through own legs,
口交（类口交/颜射）	光荣洞口交	\nfrom side,nipples,{{{upper body only,cropped torso,hand on wall}}},{{{{glory hole,fellatio,blowjob,:>=}}}},{{{{{kneeling,large penis,penis through glory hole,glory hole in wall}}}}},foaming at the mouth,
口交（类口交/颜射）	光荣洞多人口交	\n1girl,6+boys,bdsm,body writing,bondage,bukkake,chain,chained,collar,cum,cum on body,cum on breasts,cum on floor,cum on legs,cushion,faceless,faceless male,facial,fellatio,gangbang,glory hole,group sex,half-closed eyes,handjob,hetero,kneeling,large penis,leash,lipstick,makeup,multiple boys,nipples,oral,penis grab,slave,solo focus,surrounded by penises,uncensored,female orgasm,bukkake,cumdump,cum bath,cumdrip,cum pool,cum in ass,cum in clothes,cum in mouth,cum in throat,cum on tongue,cum on body,cum on armpits,cum on ass,cum on breasts,cum on feet,cum on fingers,cum on hair,cum on pectorals,cum on stomach,cum in navel,cum on clothes,
口交（类口交/颜射）	嘲笑光荣洞小几把	\nindoor,thin wooden wall,3::glory hole::,small penis through glory hole,small testicles,cumming::,1.5::breasts,blush,1.5::,bare shoulders-2::nipple exposed,sweating,3::staring penis,three-quarter view,extremly close-up to face,1.2::hand job with two fingers,cute bratty teasing face,open-mouthed laugh,
口交（类口交/颜射）	上厕所时面对光荣洞几把惊讶	\n1girl,1boy,solo focus,front view,looking at penis,sum,{{{sum in glass}}},glory hole,large penis,uncensored,blush,in toilet,shy,blush,shocked,surprised,open mouth,sitting,sitting on the toilet,full body,trembling,hands on own knees,
口交（类口交/颜射）	原版服装	\npanties pull,white panties,school uniform,white shirt,blue skirt,blue bowtie,skirt lift,
口交（类口交/颜射）	光荣洞仅口部特写	\n1other,faceless,wall,glory hole,heavy breathing,open mouth,oral invitation,throat,through wall,tongue,tongue out,upper teeth only,uvula,
口交（类口交/颜射）	照片口交洞	\ndirty wooden wall,dark,sound effects,heart,\nchar1：girl,flustered,heavy breathing,blush,saliva trail,white steaming,trembling,stray pubic hair,smegma in mouth,hair in own mouth,wall,glory hole,open mouth,oral invitation,throat,through wall,tongue,tongue out,cum on wall,trembling,stray pubic hair,sweatdrop,wet hair,wet face,\nchar2：photo (object),head tilt,smile,closed eyes,happy,
口交（类口交/颜射）	包皮垢几把舔舐	\nnsfw,cowbody shot,1girl,1boy,{{{{smegma}}}},{{dick cheese}},white substance on penis,penis on face,penis over eyes,penis sniffing,penis awe,hand on another’s head,v sign,large penis,open mouth,tongue out,completely nude,steaming penis,
口交（类口交/颜射）	包皮垢口交	\n1girl,solo,sepia (kilikasumi),2::brown gas::,smegma,heavy breathing,nsfw,uncensored,dutch angle,dark background,on bed,steam\nmotion lines,sound effects,blurry edges,penis,
口交（类口交/颜射）	其他版本1	\n1girl,2::completely nude::,nipples,uncenosred,2::heavy breathing,drooling,saliva,wet,sweat::,2::heavy breathing,wet,sweat::,3::tears,disgusting::,3::orgasm::,2::fellatio::,oral,from side,from above,tongue,grabbing another’s penis,\nboy,large penis,2::smegma,smelly penis,steaming penis::,standing,
口交（类口交/颜射）	屏幕里拉出来口交	\nfrom side,indoors,\nchar1：boy,muscular male,nude male,grabbing another’s head,hands on another’s head,standing,veiny penis,large penis,\nchar2：girl,hanging breasts,collarbone,arms support,girl through television,girl through screen,frowning,tear,constricted pupils,fellatio,penis in mouth,saliva,motion lines,deepthroat,
口交（类口交/颜射）	第一人称长舌缠绕口交	\n{{{{:>=}}}},{{cum in mouth,cum in nose}},{{long tongue,tongue around penis}},{{pov}},blowjob,sucking penis,lying,on stomach,huge penis,pov crotch,feet,sole,toes,feet up,{{shiny skin,oiled skin}},dyanamic angle,expressionless,steam,close-up,dynamic angle,perspective,
口交（类口交/颜射）	原版自带女鬼部分	\ndark room,bed,television,ghost girl,{grey skin},runny makeup,white robe,dark nipples,wide hips,long fingernails,{blue-green lips},{blue-green lipstick mark on penis},blue-green tongue,huge breasts,wet skin,wet clothes,
口交（类口交/颜射）	侧视长舌缠绕口交	\nfrom side,1girl,1boy,close-up,nsfw,pink light,\nchar1：girl,light smile,very long tongue,snake tongue,tongue around penis,holding penis,kneeling,\nchar2：boy,standing,large penis,
口交（类口交/颜射）	口交中摄影（不稳定）	\nhetero,nude,on stomach,{{{fellatio,handjob}}},large penis,oral,nipples,{{taking photo}},{{v sign,peace sign}},saliva trail,looking at viewer,armpits,blush,solo focus,smartphone,{pov hand holding phone},breasts press,erection,half-closed eyes,
口交（类口交/颜射）	口交影像	\n1girl,1boy,from side,phone screen shot,looking at viewer,v gesture,licking penis,huge penis,veiny penis,
口交（类口交/颜射）	第一人称脸贴鸡包	\n1girl,1boy,pov,hetero,blush,bulge,erection,erection under clothes,{{face on another’s panties}},saliva,sweat,
口交（类口交/颜射）	大几把贴身压脸恐慌	\n1girl,hetero,multiple boys,2boys,{{gangbang}},{size difference},{{huge penis}},{{penis on stomach,penis on face,penis awe,precum}},hand on another’s head,hand on another’s shoulder,{{trembling}},{{twitching}},nipples,{{tears}},wide-eyed,sweat,{{scared}},{{{saliva}}},flying sweatdrops,
口交（类口交/颜射）	原版	\nfrom above,[[[from side]]],hetero,multiple boys,2boys,{{gangbang}},{size difference},{{huge penis}},penis on stomach,penis awe,{{precum}},hand on another’s head,hand on another’s shoulder,{{trembling}},{{twitching}},{{{white skin}}},nipples,thick thighs,sweat,collarbone,{{{suggestive fluid}}},wide-eyed,{{tears}},[[blush]],{{flustered}},{{scared}},smile,shy,wavy mouth,open mouth,{{{saliva}}},{{{saliva trail}}},looking at viewer,flying sweatdrops,
口交（类口交/颜射）	跪坐口交	\n1girl,1boy,boy pants slipping off,hand on another’s head,{{{blowjob,deepthroat}}},[angry],blush,shy,wariza,sitting,penis,
口交（类口交/颜射）	侧视跪坐口交	\n1girl,1boy,white shirt,fellatio,bottomless,barefoot,ass,short sleeves,penis,blush,seiza,from side,standing,sweat,indoors,clothed female nude male,testicles,solo focus,toes,soles,cum,trembling,
口交（类口交/颜射）	侧视跪地口交后	\n1girl,1boy,cum,hetero,penis,facial,tongue out,cum in mouth,cum on tongue,open mouth,facing up,looking up,blush,solo focus,erection,{{cum string}},from side,after fellatio,cumdrip,close-up,nude,
口交（类口交/颜射）	侧视亲吻后肉棒口交	\n{{{shiny skin}}},{{{stray pubic hair}}},{{{{{after fellatio}}}}},{saliva trail},{{{shiny lips}}},{{{{kiss mark on penis}}},{{{saliva}}},half-closed eyes,1girl,huge penis,hetero,1boy,nude,tongue out,blush,male pubic hair,testicles,erection,oral,from side,sweat,looking at viewer,open mouth,heart,cum,
口交（类口交/颜射）	跪地口交	\n1girl,1boy,hetero,implied fellatio,oral,kneeling,deepthroat,head grab,irrumatio,cumdrip,head out of frame,grabbing another’s hair,cum in mouth,cum overflow,
口交（类口交/颜射）	蹲姿抱头口交	\nhead grab,forced sex,1girl,1boy,deepthroat,trembling,speed line,pants pull,squatting,nipples,trash bag,nude,blush,oral,hetero,spread legs,trash,white thighhighs,fellatio,
口交（类口交/颜射）	抱头色情蹲姿口交	\n1girl,completely nude,1boy,out of frame,erection,standing,testicles,male pubic hair,navel,armpits,groin,curvy,nipples,pussy,female pubic hair,cameltoe,clitoris,clitoral hood,stomach,fat mons,squatting,arms behind head,fellatio,spread legs,kissing penis,looking at penis,steaming body,heavy breathing,twitching,spasm,trembling,female orgasm,heart,sweat,spoken heart,full-face blush,saliva,in heat,v-shaped eyebrows,sound effects,
口交（类口交/颜射）	假几把蹲骑口交	\nnurse,tight skirt,see-through skirt,microskirt,squatting,spread legs,panties aside,thong,pussy,breast out,nipples,dildo riding,pussy juice,{{{{{fellatio}}}}},spread pussy,hand on own stomach,from side,1boy,boy in suit,penis,grabbing another’s head,
口交（类口交/颜射）	平躺逆向口交	\n{{{{{fellatio,deepthroat}}}}},lying,on back,throat bulge,huge penis,{{reverse fellatio,arched back,head back}},fucked silly,hetero,nipples,navel,stomach,from below,close-up,strangling,asphyxiation,rough sex,dynamic angle,{{{{{unaligned breasts,bouncing breasts}}}}},nude,
口交（类口交/颜射）	平躺逆向深喉口交自慰	\n1girl,1boy,{{{{reverse fellatio,upside-down,lying}}}},{{pov}},on bed,{{{{{deepthroat}}}}},oral,saliva,completely nude,neck bulge,nsfw,female masturbation,stray pubic hair,tongue out,oral,huge penis,
口交（类口交/颜射）	第一人称逆向口交摄影	\n1boy,1girl,arms up,asphyxiation,breast focus,choke hold,cum,fake play button,fake video,fellatio,hand on another’s neck,hetero,lying,nipples,on back,oral,pov,recording,reverse fellatio,strangling,timestamp,user interface,
口交（类口交/颜射）	男方腿间口交视角（需roll）	\n{{1girl,1boy,nude male clothed female}},upside-down,from behind,from below,view between legs,{fellatio,deepthroat},penis,testicles,saliva,squatting,looking away,kneeling,
口交（类口交/颜射）	第一人称俯视跪姿深喉高潮	\npov,pov crotch,huge penis,indoors,dark background,dark room,steam,wooden floor,used tissue,used condom,multiple condoms,condom packet strip,sex toy,condom wrapper,depth of field,foreshortening,motion lines,1girl,{{{{{1boy,facial,cum on hair,cum on breasts,{{{sitting,spread legs,sitting on bed,hands on another’s head}}}}}}}},nipples,stray pubic hair,pubic hair,heart-shaped pupils,{{{{wariza,on floor,looking at another,deepthroat,:>=,fucked silly,ahegao}}}},steaming body,heavy breathing,twitching,spasm,trembling,female orgasm,female ejaculation,heart,sweat,spoken heart,blush,saliva,
口交（类口交/颜射）	腿间视角仰头口交（推荐竖图）	\nnsfw,uncensored,bed,1girl,oral,nipples,female pubic hair,nude,fellatio,1boy,hetero,dark skin,pussy,pussy juice,couch,dark-skinned male,completely nude,cum,interracial,kneeling,penis,barefoot,navel,cum in mouth,toes,feet,pussy juice puddle,thighs,plump,deepthroat,pussy juice trail,trembling,head back,ass visible through thighs,testicles,indoors,irrumatio,on couch,orgasm,breasts apart,female ejaculation,female orgasm,stomach,cum overflow,soles,ejaculation,thick thighs,wooden floor,deepthroat,
口交（类口交/颜射）	倒立口交（不稳定）	\n{{deepthroat,fellatio,oral}},nude,{{handstand,leg lock,backbend,arched back,upside-down)}},faceless male,dark-skinned male,muscular male,{penis},{{{standing,holding person}}},female focus,
口交（类口交/颜射）	抓头悬空脱力强制口交	\nnsfw,1girl,1boy,irrumatio,{{{{{{height difference}}}}}},{{{{dangling legs}}}},back,torn dress,grabbing another’s head,female focus,arms at side,cave interior,out of frame,dangling arms,cum overflow,manly,in shadow,cum drip,cum pool,hanging legs,legs tlit,hanging arms,sway back,motion lines,
口交（类口交/颜射）	双腿挂脖悬空69姿势	\n1girl,1boy,hearts,off shoulder,sweat,blurry background,{from side,1penis,male’s head out of frame,penis over face},back,reverse hugging,nude,{{{{{{{reverse oral,reverse fellatio,upside-down}}}}}}},{{grabbing another’s head}},arched back,hand on another’s waist,carrying person,{{cunnilingus,licking another’s pussy}},tears,crying,veiny penis,one eye closed,steaming body,open mouth,{cum in mouth},testicle,wet,pussy juice trail,sweat,{{motion line,sound effects}},indoors,
